Country/Region,Confirmed,Active,Recovered,Deaths
Philippines,8.253286533844863,8.231166024072127,8.503171219929158,3.707527574583788
Poland,2.6402362578827625,2.441748132720052,2.7478147185220787,2.412699807423354
Portugal,2.3404767436262905,1.744905857622029,2.634585535912822,2.2027937037931986
Qatar,4.9184671702425575,0.3981574882209521,7.342106464846834,0.23675455874564016
Romania,3.3651260090878075,5.494600005733681,2.300292912270633,4.109034016992632
Russia,40.33860560128761,22.557501821777187,49.9647049930216,20.165630560376073
Rwanda,0.14805884679865128,0.22881388137547012,0.11599086998996994,0.018305764851467024
Saint Kitts and Nevis,0.0007116201288032433,0.0,0.0010918298947007138,0.0
Saint Lucia,0.0010883601969931956,0.0001333414227129779,0.0016056321980892848,0.0
Saint Vincent and the Grenadines,0.0024278804394463594,0.0001333414227129779,0.0036608414116435692,0.0
San Marino,0.029720605379429575,0.0013334142271297792,0.04226023945370998,0.05125614158410767
Sao Tome and Principe,0.03733912675838194,0.005867022599371029,0.05349966484033497,0.018305764851467024
Saudi Arabia,12.966890827007239,2.9487122218747936,18.235614450715474,4.542270451810684
Senegal,0.5465242589208908,0.5422995661736812,0.5597233842539246,0.334385304620131
Serbia,1.2901254335127035,4.01557694500133,0.0,0.8603709480189501
Seychelles,0.005692961030425946,0.0012000728044168013,0.008156611566293567,0.0
Sierra Leone,0.0837618751608994,0.04840293644481099,0.10076947675208352,0.08420651831674832
Singapore,2.3623695275888843,0.21227954495906085,3.5205733828184895,0.032950376732640646
Slovakia,0.14450074615463504,0.16694346123664836,0.13917619893037922,0.04027268267322745
Slovenia,0.11243598035091244,0.05520334900317286,0.1373778908685192,0.16231111501634093
Somalia,0.13709152481356598,0.09827262853946472,0.1569023783972849,0.11593651072595781
South Africa,25.660896264622224,10.577708380975112,33.421619554956,16.240874576221543
South Korea,0.76457303838772,0.47802900042602586,0.9227889368858738,0.3807599089105141
South Sudan,0.10494303899469005,0.15600946457418416,0.0828506214214071,0.05735806320126334
Spain,17.26947170577438,31.102286872070238,9.657941896794972,35.298396170922146
Sri Lanka,0.12436608251026093,0.019067823447955844,0.18085841079277704,0.014644611881173619
Sudan,0.5430917382996047,0.7464452843472504,0.4211252129148576,0.9994947608900995
Suriname,0.15479830801849376,0.10920662520192892,0.18098686136862419,0.07444344372929923
Sweden,3.6372579183436833,10.810922529300111,0.0,7.095314456428619
