Country/Region,Date,Confirmed,Active,Recovered,Deaths,Latitude,Longitude
Mali,2020-06-10,81.0,62.0,17.0,2.0,18.0,-4.0
Denmark,2020-06-10,15.0,-40.0,55.0,0.0,56.0,10.0
Sri Lanka,2020-06-10,10.0,-55.0,65.0,0.0,8.0,81.0
Burma,2020-06-10,2.0,-4.0,6.0,0.0,22.0,96.0
Argentina,2020-06-10,1226.0,785.0,423.0,18.0,-34.0,-64.0
Venezuela,2020-06-10,106.0,106.0,0.0,0.0,6.0,-67.0
Romania,2020-06-10,196.0,-3.0,193.0,6.0,46.0,25.0
France,2020-06-10,545.0,196.0,326.0,23.0,47.0,2.0
Liechtenstein,2020-06-10,0.0,0.0,0.0,0.0,47.0,10.0
Bahamas,2020-06-10,0.0,-3.0,3.0,0.0,25.0,-78.0
Bangladesh,2020-06-10,3190.0,2590.0,563.0,37.0,24.0,90.0
Italy,2020-06-10,202.0,-1162.0,1293.0,71.0,43.0,12.0
Mexico,2020-06-10,4883.0,993.0,3182.0,708.0,23.0,-102.0
Sierra Leone,2020-06-10,37.0,21.0,16.0,0.0,8.0,-13.0
El Salvador,2020-06-10,83.0,60.0,19.0,4.0,14.0,-89.0
Canada,2020-06-10,479.0,-687.0,1098.0,68.0,60.0,-110.0
Bulgaria,2020-06-10,104.0,63.0,41.0,0.0,43.0,25.0
Bahrain,2020-06-10,469.0,-36.0,503.0,2.0,26.0,51.0
Zambia,2020-06-10,0.0,0.0,0.0,0.0,-13.0,28.0
Lebanon,2020-06-10,20.0,-17.0,37.0,0.0,34.0,36.0
Kazakhstan,2020-06-10,245.0,-91.0,330.0,6.0,48.0,67.0
Uruguay,2020-06-10,1.0,-3.0,4.0,0.0,-33.0,-56.0
Belgium,2020-06-10,132.0,54.0,68.0,10.0,51.0,5.0
Mauritius,2020-06-10,0.0,-1.0,1.0,0.0,-20.0,58.0
Nepal,2020-06-10,278.0,188.0,90.0,0.0,28.0,84.0
Central African Republic,2020-06-10,38.0,38.0,0.0,0.0,7.0,21.0
Dominican Republic,2020-06-10,393.0,277.0,110.0,6.0,19.0,-70.0
Malawi,2020-06-10,0.0,0.0,0.0,0.0,-14.0,34.0
Austria,2020-06-10,26.0,-10.0,35.0,1.0,48.0,14.0
Bosnia and Herzegovina,2020-06-10,47.0,32.0,14.0,1.0,44.0,18.0
Moldova,2020-06-10,296.0,157.0,133.0,6.0,47.0,28.0
Eritrea,2020-06-10,2.0,2.0,0.0,0.0,15.0,40.0
Azerbaijan,2020-06-10,339.0,221.0,114.0,4.0,40.0,48.0
Norway,2020-06-10,18.0,18.0,0.0,0.0,60.0,9.0
Cambodia,2020-06-10,0.0,0.0,0.0,0.0,12.0,105.0
New Zealand,2020-06-10,0.0,0.0,0.0,0.0,-41.0,175.0
Holy See,2020-06-10,0.0,0.0,0.0,0.0,42.0,12.0
Gambia,2020-06-10,0.0,-1.0,1.0,0.0,13.0,-15.0
Hungary,2020-06-10,10.0,-22.0,31.0,1.0,47.0,20.0
Mozambique,2020-06-10,19.0,17.0,2.0,0.0,-19.0,36.0
Jamaica,2020-06-10,0.0,-2.0,2.0,0.0,18.0,-77.0
Philippines,2020-06-10,740.0,571.0,159.0,10.0,13.0,122.0
Serbia,2020-06-10,66.0,-15.0,80.0,1.0,44.0,21.0
Portugal,2020-06-10,294.0,-114.0,403.0,5.0,39.0,-8.0
Ecuador,2020-06-10,523.0,-349.0,842.0,30.0,-2.0,-78.0
Rwanda,2020-06-10,13.0,6.0,7.0,0.0,-2.0,30.0
Botswana,2020-06-10,6.0,6.0,0.0,0.0,-25.0,26.0
Liberia,2020-06-10,14.0,13.0,1.0,0.0,6.0,-9.0
Croatia,2020-06-10,2.0,2.0,0.0,0.0,45.0,15.0
Trinidad and Tobago,2020-06-10,0.0,0.0,0.0,0.0,11.0,-61.0
Mongolia,2020-06-10,0.0,-2.0,2.0,0.0,47.0,104.0
Niger,2020-06-10,0.0,-5.0,5.0,0.0,18.0,8.0
Malta,2020-06-10,3.0,3.0,0.0,0.0,36.0,14.0
Chad,2020-06-10,2.0,1.0,0.0,1.0,15.0,19.0
Saint Lucia,2020-06-10,0.0,0.0,0.0,0.0,14.0,-61.0
Guatemala,2020-06-10,355.0,237.0,91.0,27.0,16.0,-90.0
Seychelles,2020-06-10,0.0,0.0,0.0,0.0,-5.0,56.0
Comoros,2020-06-10,21.0,-9.0,30.0,0.0,-12.0,44.0
Brunei,2020-06-10,0.0,0.0,0.0,0.0,5.0,115.0
Sudan,2020-06-10,155.0,68.0,75.0,12.0,13.0,30.0
Belarus,2020-06-10,801.0,-366.0,1161.0,6.0,54.0,28.0
Panama,2020-06-10,656.0,230.0,416.0,10.0,9.0,-81.0
Cruise Ship,2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0
San Marino,2020-06-10,3.0,-10.0,13.0,0.0,44.0,12.0
Yemen,2020-06-10,36.0,34.0,0.0,2.0,15.0,44.0
India,2020-06-10,437.0,-94.0,536.0,-5.0,21.0,78.0
Israel,2020-06-10,175.0,166.0,9.0,0.0,31.0,35.0
Ivory Coast,2020-06-10,186.0,54.0,129.0,3.0,8.0,-6.0
Saudi Arabia,2020-06-10,3717.0,2066.0,1615.0,36.0,24.0,45.0
South Sudan,2020-06-10,0.0,0.0,0.0,0.0,8.0,30.0
Libya,2020-06-10,19.0,18.0,1.0,0.0,26.0,17.0
Tajikistan,2020-06-10,73.0,-59.0,132.0,0.0,39.0,71.0
Western Sahara,2020-06-10,0.0,0.0,0.0,0.0,25.0,-13.0
Czech Republic,2020-06-10,73.0,13.0,58.0,2.0,50.0,16.0
Antigua and Barbuda,2020-06-10,0.0,0.0,0.0,0.0,17.0,-62.0
Costa Rica,2020-06-10,86.0,80.0,5.0,1.0,10.0,-84.0
Indonesia,2020-06-10,1240.0,489.0,715.0,36.0,-1.0,114.0
Benin,2020-06-10,0.0,0.0,0.0,0.0,9.0,2.0
Haiti,2020-06-10,134.0,132.0,0.0,2.0,19.0,-72.0
Peru,2020-06-10,5087.0,-180.0,5102.0,165.0,-10.0,-76.0
US,2020-06-10,20975.0,11396.0,8644.0,935.0,40.0,-90.0
Paraguay,2020-06-10,15.0,0.0,15.0,0.0,-23.0,-58.0
Burkina Faso,2020-06-10,0.0,0.0,0.0,0.0,12.0,-2.0
United Kingdom,2020-06-10,1007.0,750.0,12.0,245.0,55.0,0.0
Laos,2020-06-10,0.0,0.0,0.0,0.0,18.0,105.0
Switzerland,2020-06-10,23.0,21.0,0.0,2.0,47.0,8.0
Namibia,2020-06-10,0.0,-1.0,1.0,0.0,-23.0,19.0
Taiwan,2020-06-10,0.0,0.0,0.0,0.0,24.0,121.0
Fiji,2020-06-10,0.0,0.0,0.0,0.0,-18.0,178.0
Lesotho,2020-06-10,0.0,0.0,0.0,0.0,-29.0,28.0
Thailand,2020-06-10,4.0,-4.0,8.0,0.0,16.0,101.0
Belize,2020-06-10,0.0,0.0,0.0,0.0,17.0,-89.0
West Bank and Gaza,2020-06-10,4.0,-2.0,6.0,0.0,32.0,35.0
Zimbabwe,2020-06-10,6.0,3.0,3.0,0.0,-19.0,29.0
Jordan,2020-06-10,18.0,12.0,6.0,0.0,31.0,37.0
Sweden,2020-06-10,890.0,812.0,0.0,78.0,63.0,16.0
Kosovo,2020-06-10,35.0,34.0,1.0,0.0,43.0,21.0
Iran,2020-06-10,2011.0,-203.0,2133.0,81.0,32.0,54.0
Syria,2020-06-10,6.0,0.0,6.0,0.0,35.0,39.0
Germany,2020-06-10,16.0,-501.0,501.0,16.0,51.0,9.0
Russia,2020-06-10,8393.0,-2201.0,10378.0,216.0,60.0,90.0
Kuwait,2020-06-10,683.0,-445.0,1126.0,2.0,29.0,48.0
Angola,2020-06-10,17.0,15.0,2.0,0.0,-12.0,18.0
Pakistan,2020-06-10,0.0,0.0,0.0,0.0,30.0,70.0
Netherlands,2020-06-10,185.0,174.0,0.0,11.0,52.0,6.0
Finland,2020-06-10,15.0,15.0,0.0,0.0,62.0,26.0
Turkey,2020-06-10,922.0,-1336.0,2241.0,17.0,39.0,35.0
Japan,2020-06-10,35.0,-43.0,76.0,2.0,36.0,138.0
Slovakia,2020-06-10,2.0,0.0,2.0,0.0,49.0,20.0
East Timor,2020-06-10,0.0,0.0,0.0,0.0,-9.0,126.0
Albania,2020-06-10,42.0,22.0,20.0,0.0,41.0,20.0
Bhutan,2020-06-10,0.0,-1.0,1.0,0.0,28.0,90.0
Sao Tome and Principe,2020-06-10,97.0,38.0,59.0,0.0,1.0,7.0
Grenada,2020-06-10,0.0,0.0,0.0,0.0,12.0,-62.0
Malaysia,2020-06-11,31.0,-20.0,51.0,0.0,4.0,102.0
US,2020-06-11,22883.0,15199.0,6788.0,896.0,40.0,-90.0
Dominican Republic,2020-06-11,629.0,395.0,223.0,11.0,19.0,-70.0
Morocco,2020-06-11,29.0,11.0,18.0,0.0,32.0,-7.0
Moldova,2020-06-11,406.0,260.0,142.0,4.0,47.0,28.0
Western Sahara,2020-06-11,0.0,0.0,0.0,0.0,25.0,-13.0
Lesotho,2020-06-11,0.0,0.0,0.0,0.0,-29.0,28.0
South Africa,2020-06-11,3147.0,1326.0,1747.0,74.0,-31.0,23.0
Saint Lucia,2020-06-11,0.0,0.0,0.0,0.0,14.0,-61.0
West Bank and Gaza,2020-06-11,2.0,2.0,0.0,0.0,32.0,35.0
Botswana,2020-06-11,0.0,0.0,0.0,0.0,-25.0,26.0
Burundi,2020-06-11,2.0,2.0,0.0,0.0,-4.0,30.0
Italy,2020-06-11,379.0,-1073.0,1399.0,53.0,43.0,12.0
Monaco,2020-06-11,0.0,0.0,0.0,0.0,43.73,7.42
Madagascar,2020-06-11,41.0,25.0,16.0,0.0,-19.0,47.0
Romania,2020-06-11,237.0,48.0,180.0,9.0,46.0,25.0
Luxembourg,2020-06-11,3.0,-3.0,6.0,0.0,50.0,6.0
Nigeria,2020-06-11,681.0,533.0,143.0,5.0,9.0,9.0
Syria,2020-06-11,12.0,12.0,0.0,0.0,35.0,39.0
Afghanistan,2020-06-11,748.0,414.0,313.0,21.0,33.0,65.0
Namibia,2020-06-11,0.0,0.0,0.0,0.0,-23.0,19.0
Portugal,2020-06-11,310.0,43.0,260.0,7.0,39.0,-8.0
Japan,2020-06-11,41.0,25.0,16.0,0.0,36.0,138.0
Zimbabwe,2020-06-11,12.0,10.0,2.0,0.0,-19.0,29.0
Angola,2020-06-11,5.0,3.0,1.0,1.0,-12.0,18.0
Slovenia,2020-06-11,0.0,0.0,0.0,0.0,46.0,15.0
Germany,2020-06-11,169.0,-182.0,331.0,20.0,51.0,9.0
Finland,2020-06-11,24.0,-377.0,400.0,1.0,62.0,26.0
Chile,2020-06-11,5636.0,799.0,4664.0,173.0,-34.0,-71.0
Uzbekistan,2020-06-11,118.0,13.0,105.0,0.0,41.0,65.0
Sao Tome and Principe,2020-06-11,21.0,10.0,11.0,0.0,1.0,7.0
Colombia,2020-06-11,1604.0,738.0,800.0,66.0,4.0,-72.0
Panama,2020-06-11,697.0,692.0,0.0,5.0,9.0,-81.0
Antigua and Barbuda,2020-06-11,0.0,0.0,0.0,0.0,17.0,-62.0
Ireland,2020-06-11,7.0,-1.0,0.0,8.0,53.0,-8.0
Cameroon,2020-06-11,0.0,0.0,0.0,0.0,4.0,12.0
Libya,2020-06-11,15.0,15.0,0.0,0.0,26.0,17.0
Greece,2020-06-11,20.0,20.0,0.0,0.0,39.0,22.0
Israel,2020-06-11,214.0,131.0,82.0,1.0,31.0,35.0
Tanzania,2020-06-11,0.0,0.0,0.0,0.0,-6.0,35.0
Benin,2020-06-11,0.0,0.0,0.0,0.0,9.0,2.0
Nepal,2020-06-11,250.0,63.0,187.0,0.0,28.0,84.0
United Kingdom,2020-06-11,1272.0,1112.0,9.0,151.0,55.0,0.0
Armenia,2020-06-11,566.0,308.0,240.0,18.0,40.0,45.0
India,2020-06-11,20952.0,8210.0,11989.0,753.0,21.0,78.0
Bosnia and Herzegovina,2020-06-11,57.0,20.0,37.0,0.0,44.0,18.0
Iceland,2020-06-11,0.0,0.0,0.0,0.0,65.0,-19.0
Lebanon,2020-06-11,14.0,0.0,13.0,1.0,34.0,36.0
Mozambique,2020-06-11,17.0,11.0,6.0,0.0,-19.0,36.0
Philippines,2020-06-11,443.0,164.0,270.0,9.0,13.0,122.0
Ecuador,2020-06-11,0.0,0.0,0.0,0.0,-2.0,-78.0
Algeria,2020-06-11,105.0,-85.0,181.0,9.0,28.0,2.0
Trinidad and Tobago,2020-06-11,0.0,0.0,0.0,0.0,11.0,-61.0
Cape Verde,2020-06-11,42.0,41.0,0.0,1.0,16.5,-23.0
Niger,2020-06-11,0.0,-2.0,2.0,0.0,18.0,8.0
Rwanda,2020-06-11,18.0,12.0,6.0,0.0,-2.0,30.0
Guatemala,2020-06-11,340.0,259.0,63.0,18.0,16.0,-90.0
Estonia,2020-06-11,7.0,0.0,7.0,0.0,59.0,26.0
Kazakhstan,2020-06-11,553.0,305.0,248.0,0.0,48.0,67.0
Malawi,2020-06-11,26.0,26.0,0.0,0.0,-14.0,34.0
Guinea-Bissau,2020-06-11,0.0,0.0,0.0,0.0,12.0,-15.0
Dominica,2020-06-11,0.0,0.0,0.0,0.0,15.0,-61.0
Uganda,2020-06-11,14.0,-28.0,42.0,0.0,1.0,32.0
Taiwan,2020-06-11,0.0,0.0,0.0,0.0,24.0,121.0
Oman,2020-06-11,1067.0,79.0,983.0,5.0,22.0,56.0
Venezuela,2020-06-11,76.0,76.0,0.0,0.0,6.0,-67.0
Canada,2020-06-11,439.0,-510.0,916.0,33.0,60.0,-110.0
Bahamas,2020-06-11,0.0,-1.0,1.0,0.0,25.0,-78.0
Switzerland,2020-06-11,33.0,-68.0,100.0,1.0,47.0,8.0
Cuba,2020-06-11,8.0,0.0,7.0,1.0,22.0,-78.0
New Zealand,2020-06-11,0.0,0.0,0.0,0.0,-41.0,175.0
Mauritania,2020-06-11,156.0,45.0,108.0,3.0,21.0,-11.0
Nicaragua,2020-06-11,0.0,0.0,0.0,0.0,13.0,-85.0
Jamaica,2020-06-11,6.0,5.0,1.0,0.0,18.0,-77.0
Argentina,2020-06-11,1386.0,1015.0,341.0,30.0,-34.0,-64.0
Gabon,2020-06-11,88.0,41.0,46.0,1.0,-1.0,12.0
Georgia,2020-06-11,4.0,0.0,4.0,0.0,42.0,43.0
Gambia,2020-06-11,0.0,0.0,0.0,0.0,13.0,-15.0
Cruise Ship,2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0
Holy See,2020-06-11,0.0,0.0,0.0,0.0,42.0,12.0
France,2020-06-11,425.0,81.0,317.0,27.0,47.0,2.0
Maldives,2020-06-11,14.0,-18.0,32.0,0.0,3.0,73.0
Norway,2020-06-11,14.0,11.0,0.0,3.0,60.0,9.0
Russia,2020-06-11,8777.0,251.0,8354.0,172.0,60.0,90.0
Azerbaijan,2020-06-11,352.0,136.0,210.0,6.0,40.0,48.0
Thailand,2020-06-11,0.0,-6.0,6.0,0.0,16.0,101.0
Belize,2020-06-11,0.0,0.0,0.0,0.0,17.0,-89.0
Uruguay,2020-06-11,0.0,-14.0,14.0,0.0,-33.0,-56.0
Saint Kitts and Nevis,2020-06-11,0.0,0.0,0.0,0.0,17.0,-63.0
Papua New Guinea,2020-06-11,0.0,0.0,0.0,0.0,-6.0,144.0
Singapore,2020-06-11,422.0,-332.0,754.0,0.0,1.0,104.0
Kosovo,2020-06-11,28.0,20.0,8.0,0.0,43.0,21.0
Liechtenstein,2020-06-11,0.0,0.0,0.0,0.0,47.0,10.0
Suriname,2020-06-11,24.0,24.0,0.0,0.0,4.0,-56.0
Hungary,2020-06-11,12.0,-26.0,36.0,2.0,47.0,20.0
Spain,2020-06-11,427.0,427.0,0.0,0.0,40.0,-4.0
Ghana,2020-06-11,157.0,88.0,69.0,0.0,7.94,-1.0
Eswatini,2020-06-11,51.0,49.0,2.0,0.0,-27.0,31.0
Equatorial Guinea,2020-06-11,0.0,0.0,0.0,0.0,2.0,10.0
Sierra Leone,2020-06-11,23.0,18.0,5.0,0.0,8.0,-13.0
Montenegro,2020-06-11,0.0,0.0,0.0,0.0,43.0,19.0
El Salvador,2020-06-11,99.0,29.0,66.0,4.0,14.0,-89.0
Mexico,2020-06-11,4790.0,935.0,3268.0,587.0,23.0,-102.0
Comoros,2020-06-11,0.0,0.0,0.0,0.0,-12.0,44.0
Kyrgyzstan,2020-06-11,73.0,-23.0,96.0,0.0,41.0,75.0
United Arab Emirates,2020-06-11,479.0,-740.0,1217.0,2.0,23.0,54.0
Paraguay,2020-06-11,28.0,23.0,5.0,0.0,-23.0,-58.0
Austria,2020-06-11,29.0,-11.0,39.0,1.0,48.0,14.0
Mali,2020-06-11,55.0,13.0,41.0,1.0,18.0,-4.0
Burkina Faso,2020-06-11,1.0,-24.0,25.0,0.0,12.0,-2.0
China,2020-06-11,7.0,-1.0,8.0,0.0,35.0,103.0
Laos,2020-06-11,0.0,0.0,0.0,0.0,18.0,105.0
Denmark,2020-06-11,19.0,-32.0,51.0,0.0,56.0,10.0
Peru,2020-06-11,5965.0,1382.0,4398.0,185.0,-10.0,-76.0
Fiji,2020-06-11,0.0,0.0,0.0,0.0,-18.0,178.0
Sri Lanka,2020-06-11,8.0,-20.0,28.0,0.0,8.0,81.0
Yemen,2020-06-11,31.0,24.0,0.0,7.0,15.0,44.0
Serbia,2020-06-11,71.0,56.0,14.0,1.0,44.0,21.0
Mongolia,2020-06-11,3.0,-3.0,6.0,0.0,47.0,104.0
South Sudan,2020-06-11,66.0,28.0,33.0,5.0,8.0,30.0
Croatia,2020-06-11,0.0,-2.0,2.0,0.0,45.0,15.0
Ivory Coast,2020-06-11,223.0,185.0,38.0,0.0,8.0,-6.0
North Macedonia,2020-06-11,174.0,151.0,18.0,5.0,41.61,21.75
Somalia,2020-06-11,61.0,35.0,26.0,0.0,5.0,46.0
Slovakia,2020-06-11,8.0,3.0,5.0,0.0,49.0,20.0
Australia,2020-06-11,4.0,-19.0,23.0,0.0,-25.0,133.0
Liberia,2020-06-11,13.0,7.0,6.0,0.0,6.0,-9.0
San Marino,2020-06-11,0.0,0.0,0.0,0.0,44.0,12.0
Costa Rica,2020-06-11,77.0,77.0,0.0,0.0,10.0,-84.0
Cyprus,2020-06-11,1.0,1.0,0.0,0.0,35.0,33.0
Burma,2020-06-11,12.0,12.0,0.0,0.0,22.0,96.0
Saudi Arabia,2020-06-11,3733.0,1630.0,2065.0,38.0,24.0,45.0
Central African Republic,2020-06-11,64.0,64.0,0.0,0.0,7.0,21.0
Saint Vincent and the Grenadines,2020-06-11,0.0,0.0,0.0,0.0,13.0,-61.0
Malta,2020-06-11,5.0,2.0,3.0,0.0,36.0,14.0
Andorra,2020-06-11,0.0,-21.0,21.0,0.0,42.0,1.5
Qatar,2020-06-11,1476.0,-445.0,1918.0,3.0,25.35,51.0
Kuwait,2020-06-11,609.0,-244.0,849.0,4.0,29.0,48.0
Guyana,2020-06-11,2.0,2.0,0.0,0.0,5.0,-59.0
Netherlands,2020-06-11,164.0,162.0,0.0,2.0,52.0,6.0
Bolivia,2020-06-11,884.0,752.0,111.0,21.0,-16.0,-64.0
Grenada,2020-06-11,0.0,0.0,0.0,0.0,12.0,-62.0
Sweden,2020-06-11,1474.0,1455.0,0.0,19.0,63.0,16.0
Eritrea,2020-06-11,0.0,0.0,0.0,0.0,15.0,40.0
Kenya,2020-06-11,121.0,74.0,44.0,3.0,0.0,38.0
Togo,2020-06-11,2.0,-4.0,6.0,0.0,9.0,1.0
Turkey,2020-06-11,987.0,-51.0,1021.0,17.0,39.0,35.0
Pakistan,2020-06-11,12231.0,8084.0,3939.0,208.0,30.0,70.0
Tunisia,2020-06-11,0.0,-6.0,6.0,0.0,34.0,10.0
Guinea,2020-06-11,114.0,23.0,91.0,0.0,10.0,-10.0
Tajikistan,2020-06-11,71.0,-45.0,115.0,1.0,39.0,71.0
Czech Republic,2020-06-11,31.0,-22.0,55.0,-2.0,50.0,16.0
East Timor,2020-06-11,0.0,0.0,0.0,0.0,-9.0,126.0
Mauritius,2020-06-11,0.0,0.0,0.0,0.0,-20.0,58.0
Egypt,2020-06-11,1442.0,1005.0,402.0,35.0,27.0,31.0
Indonesia,2020-06-11,979.0,431.0,507.0,41.0,-1.0,114.0
Bhutan,2020-06-11,3.0,2.0,1.0,0.0,28.0,90.0
Congo,2020-06-11,125.0,121.0,2.0,2.0,-4.0,38.0
Belarus,2020-06-11,750.0,-231.0,976.0,5.0,54.0,28.0
Brunei,2020-06-11,0.0,0.0,0.0,0.0,5.0,115.0
Latvia,2020-06-11,2.0,-22.0,24.0,0.0,57.0,25.0
Senegal,2020-06-11,119.0,7.0,109.0,3.0,15.0,-14.0
Belgium,2020-06-11,142.0,74.0,61.0,7.0,51.0,5.0
Albania,2020-06-11,44.0,22.0,21.0,1.0,41.0,20.0
Bulgaria,2020-06-11,93.0,68.0,24.0,1.0,43.0,25.0
South Korea,2020-06-11,56.0,40.0,15.0,1.0,36.0,128.0
Iraq,2020-06-11,1261.0,876.0,354.0,31.0,33.0,44.0
Chad,2020-06-11,2.0,2.0,0.0,0.0,15.0,19.0
Lithuania,2020-06-11,19.0,16.0,3.0,0.0,55.0,24.0
Seychelles,2020-06-11,0.0,0.0,0.0,0.0,-5.0,56.0
Honduras,2020-06-11,309.0,277.0,28.0,4.0,15.0,-86.0
Bahrain,2020-06-11,467.0,86.0,378.0,3.0,26.0,51.0
Brazil,2020-06-11,30412.0,13124.0,16049.0,1239.0,-10.0,-52.0
Sudan,2020-06-11,148.0,60.0,76.0,12.0,13.0,30.0
Poland,2020-06-11,359.0,65.0,285.0,9.0,52.0,19.0
Zambia,2020-06-11,0.0,0.0,0.0,0.0,-13.0,28.0
Ethiopia,2020-06-11,164.0,126.0,33.0,5.0,9.0,40.0
Haiti,2020-06-11,145.0,139.0,0.0,6.0,19.0,-72.0
Vietnam,2020-06-11,0.0,-1.0,1.0,0.0,14.0,108.0
Iran,2020-06-11,2218.0,67.0,2073.0,78.0,32.0,54.0
Bangladesh,2020-06-11,3187.0,2303.0,847.0,37.0,24.0,90.0
Cambodia,2020-06-11,0.0,0.0,0.0,0.0,12.0,105.0
Jordan,2020-06-11,27.0,20.0,7.0,0.0,31.0,37.0
Djibouti,2020-06-11,25.0,-237.0,259.0,3.0,12.0,43.0
Ukraine,2020-06-11,691.0,283.0,385.0,23.0,49.0,32.0
Barbados,2020-06-11,0.0,0.0,0.0,0.0,13.0,-60.0
Bahamas,2020-06-12,0.0,0.0,0.0,0.0,25.0,-78.0
Sierra Leone,2020-06-12,18.0,11.0,6.0,1.0,8.0,-13.0
Burma,2020-06-12,1.0,1.0,0.0,0.0,22.0,96.0
Venezuela,2020-06-12,65.0,65.0,0.0,0.0,6.0,-67.0
New Zealand,2020-06-12,0.0,0.0,0.0,0.0,-41.0,175.0
Taiwan,2020-06-12,0.0,0.0,0.0,0.0,24.0,121.0
Zambia,2020-06-12,121.0,-71.0,192.0,0.0,-13.0,28.0
Bahrain,2020-06-12,602.0,184.0,416.0,2.0,26.0,51.0
Belarus,2020-06-12,704.0,-418.0,1117.0,5.0,54.0,28.0
Central African Republic,2020-06-12,92.0,-232.0,322.0,2.0,7.0,21.0
Uganda,2020-06-12,7.0,7.0,0.0,0.0,1.0,32.0
Denmark,2020-06-12,64.0,25.0,38.0,1.0,56.0,10.0
Colombia,2020-06-12,1534.0,1020.0,457.0,57.0,4.0,-72.0
Kazakhstan,2020-06-12,0.0,-239.0,236.0,3.0,48.0,67.0
Mexico,2020-06-12,5222.0,1040.0,3678.0,504.0,23.0,-102.0
Canada,2020-06-12,436.0,-521.0,903.0,54.0,60.0,-110.0
Liechtenstein,2020-06-12,0.0,0.0,0.0,0.0,47.0,10.0
Guinea-Bissau,2020-06-12,71.0,68.0,0.0,3.0,12.0,-15.0
Argentina,2020-06-12,1391.0,960.0,411.0,20.0,-34.0,-64.0
Bolivia,2020-06-12,764.0,679.0,59.0,26.0,-16.0,-64.0
Lebanon,2020-06-12,20.0,12.0,8.0,0.0,34.0,36.0
Iceland,2020-06-12,0.0,0.0,0.0,0.0,65.0,-19.0
Malawi,2020-06-12,0.0,-10.0,10.0,0.0,-14.0,34.0
Grenada,2020-06-12,0.0,0.0,0.0,0.0,12.0,-62.0
Moldova,2020-06-12,366.0,199.0,157.0,10.0,47.0,28.0
Botswana,2020-06-12,0.0,0.0,0.0,0.0,-25.0,26.0
Chad,2020-06-12,0.0,-5.0,5.0,0.0,15.0,19.0
Seychelles,2020-06-12,0.0,0.0,0.0,0.0,-5.0,56.0
Bulgaria,2020-06-12,105.0,73.0,28.0,4.0,43.0,25.0
Italy,2020-06-12,163.0,-1640.0,1747.0,56.0,43.0,12.0
Ethiopia,2020-06-12,245.0,221.0,17.0,7.0,9.0,40.0
Cambodia,2020-06-12,0.0,0.0,0.0,0.0,12.0,105.0
Bangladesh,2020-06-12,3471.0,2923.0,502.0,46.0,24.0,90.0
Belgium,2020-06-12,108.0,53.0,45.0,10.0,51.0,5.0
Hungary,2020-06-12,14.0,-44.0,56.0,2.0,47.0,20.0
Dominican Republic,2020-06-12,571.0,351.0,213.0,7.0,19.0,-70.0
Kuwait,2020-06-12,520.0,-397.0,911.0,6.0,29.0,48.0
Syria,2020-06-12,0.0,0.0,0.0,0.0,35.0,39.0
Poland,2020-06-12,376.0,260.0,109.0,7.0,52.0,19.0
Tajikistan,2020-06-12,68.0,-28.0,96.0,0.0,39.0,71.0
Turkey,2020-06-12,1195.0,-62.0,1242.0,15.0,39.0,35.0
Western Sahara,2020-06-12,0.0,0.0,0.0,0.0,25.0,-13.0
Czech Republic,2020-06-12,83.0,33.0,49.0,1.0,50.0,16.0
Mauritius,2020-06-12,0.0,0.0,0.0,0.0,-20.0,58.0
Lesotho,2020-06-12,0.0,0.0,0.0,0.0,-29.0,28.0
Indonesia,2020-06-12,1111.0,486.0,577.0,48.0,-1.0,114.0
West Bank and Gaza,2020-06-12,2.0,-2.0,4.0,0.0,32.0,35.0
Albania,2020-06-12,31.0,-3.0,33.0,1.0,41.0,20.0
Saint Lucia,2020-06-12,0.0,0.0,0.0,0.0,14.0,-61.0
Saudi Arabia,2020-06-12,3921.0,2875.0,1010.0,36.0,24.0,45.0
Equatorial Guinea,2020-06-12,0.0,0.0,0.0,0.0,2.0,10.0
Austria,2020-06-12,30.0,-7.0,36.0,1.0,48.0,14.0
Rwanda,2020-06-12,16.0,8.0,8.0,0.0,-2.0,30.0
Mali,2020-06-12,30.0,-8.0,34.0,4.0,18.0,-4.0
Serbia,2020-06-12,73.0,24.0,49.0,0.0,44.0,21.0
Guatemala,2020-06-12,421.0,269.0,135.0,17.0,16.0,-90.0
Niger,2020-06-12,4.0,1.0,3.0,0.0,18.0,8.0
Mongolia,2020-06-12,0.0,0.0,0.0,0.0,47.0,104.0
Croatia,2020-06-12,0.0,-2.0,1.0,1.0,45.0,15.0
Slovakia,2020-06-12,1.0,1.0,0.0,0.0,49.0,20.0
Trinidad and Tobago,2020-06-12,0.0,0.0,0.0,0.0,11.0,-61.0
Portugal,2020-06-12,270.0,71.0,198.0,1.0,39.0,-8.0
Liberia,2020-06-12,11.0,6.0,4.0,1.0,6.0,-9.0
Comoros,2020-06-12,1.0,1.0,0.0,0.0,-12.0,44.0
Philippines,2020-06-12,612.0,307.0,289.0,16.0,13.0,122.0
Jamaica,2020-06-12,3.0,-6.0,9.0,0.0,18.0,-77.0
Bhutan,2020-06-12,0.0,0.0,0.0,0.0,28.0,90.0
Gambia,2020-06-12,0.0,0.0,0.0,0.0,13.0,-15.0
Mozambique,2020-06-12,20.0,19.0,1.0,0.0,-19.0,36.0
