Country/Region,Date,Confirmed,Active,Recovered,Deaths,Latitude,Longitude
Albania,2020-05-05,17.0,-10.0,27.0,0.0,41.0,20.0
Colombia,2020-05-05,640.0,414.0,206.0,20.0,4.0,-72.0
Grenada,2020-05-05,0.0,0.0,0.0,0.0,12.0,-62.0
Chile,2020-05-05,1373.0,1073.0,295.0,5.0,-34.0,-71.0
Bolivia,2020-05-05,121.0,104.0,13.0,4.0,-16.0,-64.0
Zimbabwe,2020-05-05,0.0,0.0,0.0,0.0,-19.0,29.0
Tanzania,2020-05-05,0.0,0.0,0.0,0.0,-6.0,35.0
Singapore,2020-05-05,632.0,570.0,62.0,0.0,1.0,104.0
US,2020-05-05,23976.0,19223.0,2611.0,2142.0,40.0,-90.0
Uruguay,2020-05-05,13.0,-8.0,21.0,0.0,-33.0,-56.0
Lebanon,2020-05-05,1.0,-5.0,6.0,0.0,34.0,36.0
Denmark,2020-05-05,151.0,-67.0,208.0,10.0,56.0,10.0
Brazil,2020-05-05,6835.0,3858.0,2406.0,571.0,-10.0,-52.0
India,2020-05-05,2963.0,1541.0,1295.0,127.0,21.0,78.0
Iceland,2020-05-05,0.0,-10.0,10.0,0.0,65.0,-19.0
Comoros,2020-05-05,0.0,0.0,0.0,0.0,-12.0,44.0
Cyprus,2020-05-05,4.0,4.0,0.0,0.0,35.0,33.0
Peru,2020-05-05,3817.0,2731.0,986.0,100.0,-10.0,-76.0
Bosnia and Herzegovina,2020-05-05,20.0,-37.0,56.0,1.0,44.0,18.0
Poland,2020-05-05,425.0,222.0,185.0,18.0,52.0,19.0
Pakistan,2020-05-05,1108.0,904.0,166.0,38.0,30.0,70.0
Latvia,2020-05-05,0.0,-1.0,0.0,1.0,57.0,25.0
Egypt,2020-05-05,388.0,274.0,98.0,16.0,27.0,31.0
Zambia,2020-05-05,1.0,-13.0,14.0,0.0,-13.0,28.0
Papua New Guinea,2020-05-05,0.0,0.0,0.0,0.0,-6.0,144.0
Philippines,2020-05-05,199.0,92.0,93.0,14.0,13.0,122.0
Holy See,2020-05-05,0.0,0.0,0.0,0.0,42.0,12.0
Romania,2020-05-05,325.0,117.0,185.0,23.0,46.0,25.0
Switzerland,2020-05-05,28.0,-183.0,200.0,11.0,47.0,8.0
Georgia,2020-05-05,11.0,-6.0,17.0,0.0,42.0,43.0
Malta,2020-05-05,2.0,-3.0,4.0,1.0,36.0,14.0
Cambodia,2020-05-05,0.0,0.0,0.0,0.0,12.0,105.0
Montenegro,2020-05-05,1.0,1.0,0.0,0.0,43.0,19.0
Morocco,2020-05-05,166.0,-21.0,185.0,2.0,32.0,-7.0
Saint Vincent and the Grenadines,2020-05-05,0.0,0.0,0.0,0.0,13.0,-61.0
Mali,2020-05-05,32.0,24.0,5.0,3.0,18.0,-4.0
Ivory Coast,2020-05-05,32.0,23.0,8.0,1.0,8.0,-6.0
Tajikistan,2020-05-05,63.0,61.0,0.0,2.0,39.0,71.0
Kosovo,2020-05-05,1.0,-86.0,87.0,0.0,43.0,21.0
Mozambique,2020-05-05,1.0,1.0,0.0,0.0,-19.0,36.0
Bahamas,2020-05-05,6.0,5.0,1.0,0.0,25.0,-78.0
Estonia,2020-05-05,8.0,6.0,2.0,0.0,59.0,26.0
Tunisia,2020-05-05,4.0,-72.0,76.0,0.0,34.0,10.0
South Africa,2020-05-05,352.0,342.0,0.0,10.0,-31.0,23.0
Burkina Faso,2020-05-05,16.0,11.0,3.0,2.0,12.0,-2.0
Belize,2020-05-05,0.0,-2.0,2.0,0.0,17.0,-89.0
West Bank and Gaza,2020-05-05,9.0,-16.0,25.0,0.0,32.0,35.0
Cuba,2020-05-05,17.0,-61.0,78.0,0.0,22.0,-78.0
Kuwait,2020-05-05,526.0,441.0,85.0,0.0,29.0,48.0
Cameroon,2020-05-05,0.0,0.0,0.0,0.0,4.0,12.0
Namibia,2020-05-05,0.0,0.0,0.0,0.0,-23.0,19.0
Ukraine,2020-05-05,366.0,97.0,256.0,13.0,49.0,32.0
Germany,2020-05-05,855.0,-1545.0,2400.0,0.0,51.0,9.0
Saint Lucia,2020-05-05,0.0,0.0,0.0,0.0,14.0,-61.0
Maldives,2020-05-05,32.0,29.0,2.0,1.0,3.0,73.0
Slovakia,2020-05-05,8.0,-90.0,98.0,0.0,49.0,20.0
Azerbaijan,2020-05-05,76.0,48.0,28.0,0.0,40.0,48.0
Indonesia,2020-05-05,484.0,233.0,243.0,8.0,-1.0,114.0
Canada,2020-05-05,1258.0,95.0,976.0,187.0,60.0,-110.0
Guyana,2020-05-05,1.0,0.0,0.0,1.0,5.0,-59.0
Italy,2020-05-05,1075.0,-1513.0,2352.0,236.0,43.0,12.0
Costa Rica,2020-05-05,13.0,-1.0,14.0,0.0,10.0,-84.0
Jamaica,2020-05-05,2.0,-16.0,18.0,0.0,18.0,-77.0
France,2020-05-05,1104.0,-595.0,1366.0,333.0,47.0,2.0
Belarus,2020-05-05,861.0,345.0,512.0,4.0,54.0,28.0
United Arab Emirates,2020-05-05,462.0,266.0,187.0,9.0,23.0,54.0
Mauritius,2020-05-05,0.0,-3.0,3.0,0.0,-20.0,58.0
Mexico,2020-05-05,1120.0,-2479.0,3363.0,236.0,23.0,-102.0
Sao Tome and Principe,2020-05-05,151.0,151.0,0.0,0.0,1.0,7.0
Burma,2020-05-05,0.0,0.0,0.0,0.0,22.0,96.0
Barbados,2020-05-05,0.0,-1.0,1.0,0.0,13.0,-60.0
Jordan,2020-05-05,6.0,1.0,5.0,0.0,31.0,37.0
Mauritania,2020-05-05,0.0,0.0,0.0,0.0,21.0,-11.0
Moldova,2020-05-05,115.0,-10.0,121.0,4.0,47.0,28.0
Kazakhstan,2020-05-05,156.0,50.0,106.0,0.0,48.0,67.0
Venezuela,2020-05-05,4.0,4.0,0.0,0.0,6.0,-67.0
Monaco,2020-05-05,0.0,-3.0,3.0,0.0,43.73,7.42
Burundi,2020-05-05,0.0,0.0,0.0,0.0,-4.0,30.0
Cruise Ship,2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0
San Marino,2020-05-05,7.0,1.0,6.0,0.0,44.0,12.0
Bangladesh,2020-05-05,786.0,591.0,194.0,1.0,24.0,90.0
Bahrain,2020-05-05,187.0,169.0,18.0,0.0,26.0,51.0
Mongolia,2020-05-05,1.0,0.0,1.0,0.0,47.0,104.0
Saudi Arabia,2020-05-05,1595.0,631.0,955.0,9.0,24.0,45.0
Vietnam,2020-05-05,0.0,-13.0,13.0,0.0,14.0,108.0
East Timor,2020-05-05,0.0,0.0,0.0,0.0,-9.0,126.0
Fiji,2020-05-05,0.0,0.0,0.0,0.0,-18.0,178.0
Israel,2020-05-05,43.0,-361.0,401.0,3.0,31.0,35.0
Slovenia,2020-05-05,6.0,2.0,3.0,1.0,46.0,15.0
Ghana,2020-05-05,0.0,0.0,0.0,0.0,7.94,-1.0
Belgium,2020-05-05,242.0,87.0,63.0,92.0,51.0,5.0
Japan,2020-05-05,175.0,-185.0,340.0,20.0,36.0,138.0
Guinea-Bissau,2020-05-05,0.0,0.0,0.0,0.0,12.0,-15.0
Kenya,2020-05-05,45.0,36.0,9.0,0.0,0.0,38.0
Somalia,2020-05-05,79.0,62.0,14.0,3.0,5.0,46.0
Eritrea,2020-05-05,0.0,-4.0,4.0,0.0,15.0,40.0
Syria,2020-05-05,0.0,0.0,0.0,0.0,35.0,39.0
Senegal,2020-05-05,58.0,2.0,55.0,1.0,15.0,-14.0
Nepal,2020-05-05,7.0,7.0,0.0,0.0,28.0,84.0
Brunei,2020-05-05,0.0,-1.0,1.0,0.0,5.0,115.0
Nicaragua,2020-05-05,1.0,1.0,0.0,0.0,13.0,-85.0
Bulgaria,2020-05-05,52.0,29.0,21.0,2.0,43.0,25.0
Uganda,2020-05-05,1.0,1.0,0.0,0.0,1.0,32.0
Niger,2020-05-05,8.0,-2.0,9.0,1.0,18.0,8.0
Ethiopia,2020-05-05,5.0,-12.0,16.0,1.0,9.0,40.0
Rwanda,2020-05-05,0.0,-1.0,1.0,0.0,-2.0,30.0
Nigeria,2020-05-05,148.0,79.0,64.0,5.0,9.0,9.0
Congo,2020-05-05,23.0,13.0,10.0,0.0,-4.0,38.0
Djibouti,2020-05-05,4.0,-28.0,32.0,0.0,12.0,43.0
Uzbekistan,2020-05-05,18.0,-78.0,96.0,0.0,41.0,65.0
Armenia,2020-05-05,112.0,71.0,40.0,1.0,40.0,45.0
Taiwan,2020-05-05,0.0,0.0,0.0,0.0,24.0,121.0
Yemen,2020-05-05,10.0,8.0,0.0,2.0,15.0,44.0
North Macedonia,2020-05-05,8.0,-14.0,21.0,1.0,41.61,21.75
Russia,2020-05-05,10102.0,8237.0,1770.0,95.0,60.0,90.0
Central African Republic,2020-05-05,0.0,0.0,0.0,0.0,7.0,21.0
Oman,2020-05-05,98.0,55.0,42.0,1.0,22.0,56.0
South Sudan,2020-05-05,6.0,6.0,0.0,0.0,8.0,30.0
Luxembourg,2020-05-05,12.0,5.0,7.0,0.0,50.0,6.0
Finland,2020-05-05,85.0,79.0,0.0,6.0,62.0,26.0
United Kingdom,2020-05-05,4411.0,3703.0,16.0,692.0,55.0,0.0
El Salvador,2020-05-05,32.0,6.0,25.0,1.0,14.0,-89.0
Iraq,2020-05-05,85.0,54.0,27.0,4.0,33.0,44.0
Sweden,2020-05-05,495.0,410.0,0.0,85.0,63.0,16.0
Norway,2020-05-05,51.0,50.0,0.0,1.0,60.0,9.0
Argentina,2020-05-05,133.0,99.0,30.0,4.0,-34.0,-64.0
Madagascar,2020-05-05,2.0,0.0,2.0,0.0,-19.0,47.0
Serbia,2020-05-05,120.0,-32.0,149.0,3.0,44.0,21.0
Iran,2020-05-05,1323.0,164.0,1096.0,63.0,32.0,54.0
Bhutan,2020-05-05,0.0,0.0,0.0,0.0,28.0,90.0
Dominica,2020-05-05,0.0,-1.0,1.0,0.0,15.0,-61.0
Guinea,2020-05-05,101.0,52.0,48.0,1.0,10.0,-10.0
Malawi,2020-05-05,0.0,0.0,0.0,0.0,-14.0,34.0
Australia,2020-05-05,28.0,-61.0,88.0,1.0,-25.0,133.0
Netherlands,2020-05-05,318.0,230.0,1.0,87.0,52.0,6.0
Trinidad and Tobago,2020-05-05,0.0,-4.0,4.0,0.0,11.0,-61.0
Equatorial Guinea,2020-05-05,0.0,0.0,0.0,0.0,2.0,10.0
Malaysia,2020-05-05,30.0,-54.0,83.0,1.0,4.0,102.0
Austria,2020-05-05,29.0,-123.0,146.0,6.0,48.0,14.0
Western Sahara,2020-05-05,0.0,0.0,0.0,0.0,25.0,-13.0
Benin,2020-05-05,0.0,0.0,0.0,0.0,9.0,2.0
Cape Verde,2020-05-05,11.0,11.0,0.0,0.0,16.5,-23.0
Greece,2020-05-05,10.0,10.0,0.0,0.0,39.0,22.0
Ireland,2020-05-05,211.0,191.0,0.0,20.0,53.0,-8.0
Suriname,2020-05-05,0.0,0.0,0.0,0.0,4.0,-56.0
Sri Lanka,2020-05-05,20.0,0.0,19.0,1.0,8.0,81.0
South Korea,2020-05-05,2.0,-49.0,50.0,1.0,36.0,128.0
Gabon,2020-05-05,30.0,30.0,0.0,0.0,-1.0,12.0
Kyrgyzstan,2020-05-05,13.0,-13.0,25.0,1.0,41.0,75.0
New Zealand,2020-05-05,2.0,-13.0,14.0,1.0,-41.0,175.0
Sudan,2020-05-05,100.0,87.0,9.0,4.0,13.0,30.0
Saint Kitts and Nevis,2020-05-05,0.0,-4.0,4.0,0.0,17.0,-63.0
Tunisia,2020-05-06,3.0,-106.0,109.0,0.0,34.0,10.0
Gambia,2020-05-06,0.0,0.0,0.0,0.0,13.0,-15.0
Cyprus,2020-05-06,5.0,5.0,0.0,0.0,35.0,33.0
Guyana,2020-05-06,0.0,0.0,0.0,0.0,5.0,-59.0
Switzerland,2020-05-06,51.0,-259.0,300.0,10.0,47.0,8.0
Trinidad and Tobago,2020-05-06,0.0,0.0,0.0,0.0,11.0,-61.0
Denmark,2020-05-06,117.0,-83.0,197.0,3.0,56.0,10.0
Sudan,2020-05-06,74.0,60.0,10.0,4.0,13.0,30.0
Sweden,2020-05-06,702.0,615.0,0.0,87.0,63.0,16.0
Georgia,2020-05-06,6.0,-23.0,29.0,0.0,42.0,43.0
Guatemala,2020-05-06,35.0,26.0,7.0,2.0,16.0,-90.0
Grenada,2020-05-06,0.0,0.0,0.0,0.0,12.0,-62.0
France,2020-05-06,3537.0,2025.0,1237.0,275.0,47.0,2.0
Germany,2020-05-06,1155.0,-3927.0,4800.0,282.0,51.0,9.0
Sri Lanka,2020-05-06,26.0,24.0,2.0,0.0,8.0,81.0
Cruise Ship,2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,2020-05-06,372.0,372.0,0.0,0.0,7.94,-1.0
Guinea,2020-05-06,45.0,-55.0,99.0,1.0,10.0,-10.0
Croatia,2020-05-06,7.0,-36.0,41.0,2.0,45.0,15.0
Cuba,2020-05-06,18.0,-29.0,47.0,0.0,22.0,-78.0
Costa Rica,2020-05-06,6.0,-9.0,15.0,0.0,10.0,-84.0
Guinea-Bissau,2020-05-06,62.0,56.0,5.0,1.0,12.0,-15.0
Togo,2020-05-06,0.0,-3.0,3.0,0.0,9.0,1.0
Greece,2020-05-06,21.0,20.0,0.0,1.0,39.0,22.0
Suriname,2020-05-06,0.0,0.0,0.0,0.0,4.0,-56.0
Congo,2020-05-06,120.0,113.0,6.0,1.0,-4.0,38.0
Gabon,2020-05-06,0.0,0.0,0.0,0.0,-1.0,12.0
Libya,2020-05-06,1.0,0.0,1.0,0.0,26.0,17.0
Mongolia,2020-05-06,0.0,0.0,0.0,0.0,47.0,104.0
Belgium,2020-05-06,272.0,-341.0,290.0,323.0,51.0,5.0
North Macedonia,2020-05-06,13.0,-33.0,44.0,2.0,41.61,21.75
Brunei,2020-05-06,1.0,1.0,0.0,0.0,5.0,115.0
Ethiopia,2020-05-06,17.0,15.0,2.0,0.0,9.0,40.0
Dominica,2020-05-06,0.0,0.0,0.0,0.0,15.0,-61.0
United Kingdom,2020-05-06,6116.0,5459.0,8.0,649.0,55.0,0.0
Yemen,2020-05-06,3.0,2.0,0.0,1.0,15.0,44.0
Venezuela,2020-05-06,18.0,0.0,18.0,0.0,6.0,-67.0
Laos,2020-05-06,0.0,-1.0,1.0,0.0,18.0,105.0
Latvia,2020-05-06,4.0,-112.0,116.0,0.0,57.0,25.0
East Timor,2020-05-06,0.0,0.0,0.0,0.0,-9.0,126.0
Saudi Arabia,2020-05-06,1687.0,326.0,1352.0,9.0,24.0,45.0
Nigeria,2020-05-06,195.0,137.0,53.0,5.0,9.0,9.0
Singapore,2020-05-06,788.0,671.0,115.0,2.0,1.0,104.0
Rwanda,2020-05-06,7.0,6.0,1.0,0.0,-2.0,30.0
Brazil,2020-05-06,11156.0,7357.0,3149.0,650.0,-10.0,-52.0
Armenia,2020-05-06,163.0,139.0,24.0,0.0,40.0,45.0
Lebanon,2020-05-06,9.0,9.0,0.0,0.0,34.0,36.0
Kyrgyzstan,2020-05-06,28.0,13.0,14.0,1.0,41.0,75.0
Bulgaria,2020-05-06,74.0,52.0,18.0,4.0,43.0,25.0
Malaysia,2020-05-06,45.0,-91.0,135.0,1.0,4.0,102.0
Mauritius,2020-05-06,0.0,-1.0,1.0,0.0,-20.0,58.0
Kenya,2020-05-06,47.0,37.0,8.0,2.0,0.0,38.0
Bahamas,2020-05-06,3.0,3.0,0.0,0.0,25.0,-78.0
Oman,2020-05-06,168.0,138.0,30.0,0.0,22.0,56.0
Slovenia,2020-05-06,3.0,0.0,2.0,1.0,46.0,15.0
El Salvador,2020-05-06,46.0,31.0,14.0,1.0,14.0,-89.0
Tanzania,2020-05-06,0.0,0.0,0.0,0.0,-6.0,35.0
Burkina Faso,2020-05-06,41.0,34.0,7.0,0.0,12.0,-2.0
Mauritania,2020-05-06,0.0,0.0,0.0,0.0,21.0,-11.0
Norway,2020-05-06,41.0,40.0,0.0,1.0,60.0,9.0
Kuwait,2020-05-06,485.0,296.0,187.0,2.0,29.0,48.0
Argentina,2020-05-06,188.0,127.0,52.0,9.0,-34.0,-64.0
West Bank and Gaza,2020-05-06,3.0,-44.0,47.0,0.0,32.0,35.0
Slovakia,2020-05-06,8.0,-13.0,21.0,0.0,49.0,20.0
Russia,2020-05-06,10559.0,9011.0,1462.0,86.0,60.0,90.0
Kosovo,2020-05-06,0.0,0.0,0.0,0.0,43.0,21.0
Botswana,2020-05-06,0.0,0.0,0.0,0.0,-25.0,26.0
Liberia,2020-05-06,8.0,-9.0,17.0,0.0,6.0,-9.0
Niger,2020-05-06,7.0,-11.0,18.0,0.0,18.0,8.0
Dominican Republic,2020-05-06,327.0,264.0,55.0,8.0,19.0,-70.0
Luxembourg,2020-05-06,11.0,-31.0,40.0,2.0,50.0,6.0
Equatorial Guinea,2020-05-06,124.0,123.0,0.0,1.0,2.0,10.0
Madagascar,2020-05-06,7.0,7.0,0.0,0.0,-19.0,47.0
Serbia,2020-05-06,114.0,-137.0,248.0,3.0,44.0,21.0
Maldives,2020-05-06,44.0,44.0,0.0,0.0,3.0,73.0
Bhutan,2020-05-06,0.0,0.0,0.0,0.0,28.0,90.0
Thailand,2020-05-06,1.0,-14.0,14.0,1.0,16.0,101.0
Taiwan,2020-05-06,1.0,-4.0,5.0,0.0,24.0,121.0
Haiti,2020-05-06,0.0,0.0,0.0,0.0,19.0,-72.0
Malawi,2020-05-06,2.0,2.0,0.0,0.0,-14.0,34.0
Netherlands,2020-05-06,232.0,189.0,7.0,36.0,52.0,6.0
Senegal,2020-05-06,104.0,80.0,23.0,1.0,15.0,-14.0
Nepal,2020-05-06,17.0,11.0,6.0,0.0,28.0,84.0
Azerbaijan,2020-05-06,67.0,37.0,28.0,2.0,40.0,48.0
Benin,2020-05-06,0.0,0.0,0.0,0.0,9.0,2.0
Uzbekistan,2020-05-06,26.0,-50.0,76.0,0.0,41.0,65.0
Bolivia,2020-05-06,84.0,68.0,11.0,5.0,-16.0,-64.0
Austria,2020-05-06,34.0,-145.0,177.0,2.0,48.0,14.0
Western Sahara,2020-05-06,0.0,0.0,0.0,0.0,25.0,-13.0
Malta,2020-05-06,2.0,-2.0,4.0,0.0,36.0,14.0
Nicaragua,2020-05-06,0.0,0.0,0.0,0.0,13.0,-85.0
Sierra Leone,2020-05-06,26.0,12.0,11.0,3.0,8.0,-13.0
Czech Republic,2020-05-06,78.0,-126.0,199.0,5.0,50.0,16.0
Australia,2020-05-06,19.0,-37.0,56.0,0.0,-25.0,133.0
Namibia,2020-05-06,0.0,0.0,0.0,0.0,-23.0,19.0
Bosnia and Herzegovina,2020-05-06,41.0,17.0,17.0,7.0,44.0,18.0
Uruguay,2020-05-06,3.0,-15.0,18.0,0.0,-33.0,-56.0
Saint Kitts and Nevis,2020-05-06,0.0,0.0,0.0,0.0,17.0,-63.0
Liechtenstein,2020-05-06,0.0,0.0,0.0,0.0,47.0,10.0
Mali,2020-05-06,19.0,-14.0,33.0,0.0,18.0,-4.0
Estonia,2020-05-06,2.0,-1.0,3.0,0.0,59.0,26.0
Seychelles,2020-05-06,0.0,0.0,0.0,0.0,-5.0,56.0
New Zealand,2020-05-06,1.0,-15.0,16.0,0.0,-41.0,175.0
Eswatini,2020-05-06,4.0,3.0,0.0,1.0,-27.0,31.0
Lithuania,2020-05-06,5.0,-37.0,40.0,2.0,55.0,24.0
Belize,2020-05-06,0.0,0.0,0.0,0.0,17.0,-89.0
United Arab Emirates,2020-05-06,546.0,329.0,206.0,11.0,23.0,54.0
Burma,2020-05-06,0.0,-1.0,1.0,0.0,22.0,96.0
Kazakhstan,2020-05-06,217.0,87.0,129.0,1.0,48.0,67.0
Ecuador,2020-05-06,0.0,-49.0,0.0,49.0,-2.0,-78.0
Chile,2020-05-06,1032.0,547.0,479.0,6.0,-34.0,-71.0
India,2020-05-06,3587.0,2306.0,1189.0,92.0,21.0,78.0
Zimbabwe,2020-05-06,0.0,0.0,0.0,0.0,-19.0,29.0
Egypt,2020-05-06,387.0,285.0,85.0,17.0,27.0,31.0
Chad,2020-05-06,0.0,0.0,0.0,0.0,15.0,19.0
Indonesia,2020-05-06,367.0,224.0,120.0,23.0,-1.0,114.0
San Marino,2020-05-06,19.0,14.0,5.0,0.0,44.0,12.0
Montenegro,2020-05-06,0.0,-8.0,8.0,0.0,43.0,19.0
Peru,2020-05-06,3628.0,1425.0,2114.0,89.0,-10.0,-76.0
Finland,2020-05-06,161.0,155.0,0.0,6.0,62.0,26.0
Iran,2020-05-06,1680.0,490.0,1112.0,78.0,32.0,54.0
Algeria,2020-05-06,159.0,23.0,130.0,6.0,28.0,2.0
Morocco,2020-05-06,189.0,8.0,179.0,2.0,32.0,-7.0
Central African Republic,2020-05-06,9.0,9.0,0.0,0.0,7.0,21.0
Djibouti,2020-05-06,4.0,-7.0,10.0,1.0,12.0,43.0
Uganda,2020-05-06,2.0,2.0,0.0,0.0,1.0,32.0
South Sudan,2020-05-06,6.0,6.0,0.0,0.0,8.0,30.0
Qatar,2020-05-06,830.0,684.0,146.0,0.0,25.35,51.0
Albania,2020-05-06,12.0,-13.0,25.0,0.0,41.0,20.0
US,2020-05-06,24252.0,21766.0,119.0,2367.0,40.0,-90.0
Turkey,2020-05-06,2253.0,-2728.0,4917.0,64.0,39.0,35.0
Afghanistan,2020-05-06,168.0,122.0,37.0,9.0,33.0,65.0
Holy See,2020-05-06,1.0,1.0,0.0,0.0,42.0,12.0
Vietnam,2020-05-06,0.0,0.0,0.0,0.0,14.0,108.0
Portugal,2020-05-06,480.0,132.0,333.0,15.0,39.0,-8.0
Comoros,2020-05-06,5.0,4.0,0.0,1.0,-12.0,44.0
Honduras,2020-05-06,191.0,175.0,10.0,6.0,15.0,-86.0
Iceland,2020-05-06,0.0,-17.0,17.0,0.0,65.0,-19.0
Eritrea,2020-05-06,0.0,0.0,0.0,0.0,15.0,40.0
Colombia,2020-05-06,346.0,192.0,135.0,19.0,4.0,-72.0
Hungary,2020-05-06,46.0,-14.0,50.0,10.0,47.0,20.0
Poland,2020-05-06,309.0,-83.0,375.0,17.0,52.0,19.0
Bahrain,2020-05-06,214.0,116.0,98.0,0.0,26.0,51.0
Spain,2020-05-06,996.0,-1764.0,2516.0,244.0,40.0,-4.0
Philippines,2020-05-06,320.0,201.0,98.0,21.0,13.0,122.0
China,2020-05-06,2.0,-57.0,59.0,0.0,35.0,103.0
Bangladesh,2020-05-06,790.0,787.0,0.0,3.0,24.0,90.0
Monaco,2020-05-06,0.0,-1.0,1.0,0.0,43.73,7.42
Iraq,2020-05-06,49.0,18.0,31.0,0.0,33.0,44.0
Tajikistan,2020-05-06,86.0,83.0,0.0,3.0,39.0,71.0
Ukraine,2020-05-06,487.0,254.0,222.0,11.0,49.0,32.0
Panama,2020-05-06,208.0,164.0,36.0,8.0,9.0,-81.0
Ivory Coast,2020-05-06,52.0,32.0,20.0,0.0,8.0,-6.0
Mozambique,2020-05-06,0.0,-2.0,2.0,0.0,-19.0,36.0
Zambia,2020-05-06,8.0,-2.0,9.0,1.0,-13.0,28.0
Cambodia,2020-05-06,0.0,0.0,0.0,0.0,12.0,105.0
Jamaica,2020-05-06,5.0,4.0,1.0,0.0,18.0,-77.0
Mexico,2020-05-06,1609.0,441.0,971.0,197.0,23.0,-102.0
Fiji,2020-05-06,0.0,0.0,0.0,0.0,-18.0,178.0
Pakistan,2020-05-06,2024.0,1311.0,663.0,50.0,30.0,70.0
Japan,2020-05-06,0.0,0.0,0.0,0.0,36.0,138.0
Angola,2020-05-06,0.0,0.0,0.0,0.0,-12.0,18.0
Belarus,2020-05-06,905.0,283.0,617.0,5.0,54.0,28.0
Somalia,2020-05-06,38.0,25.0,12.0,1.0,5.0,46.0
Antigua and Barbuda,2020-05-06,0.0,0.0,0.0,0.0,17.0,-62.0
Burundi,2020-05-06,0.0,0.0,0.0,0.0,-4.0,30.0
Jordan,2020-05-06,2.0,0.0,2.0,0.0,31.0,37.0
South Africa,2020-05-06,236.0,-176.0,407.0,5.0,-31.0,23.0
Sao Tome and Principe,2020-05-06,0.0,0.0,0.0,0.0,1.0,7.0
Saint Lucia,2020-05-06,0.0,0.0,0.0,0.0,14.0,-61.0
Italy,2020-05-06,1444.0,-6939.0,8014.0,369.0,43.0,12.0
South Korea,2020-05-06,4.0,-83.0,86.0,1.0,36.0,128.0
Ireland,2020-05-06,265.0,-3495.0,3724.0,36.0,53.0,-8.0
Moldova,2020-05-06,113.0,-8.0,114.0,7.0,47.0,28.0
Paraguay,2020-05-06,9.0,2.0,7.0,0.0,-23.0,-58.0
Cape Verde,2020-05-06,5.0,4.0,1.0,0.0,16.5,-23.0
Barbados,2020-05-06,0.0,0.0,0.0,0.0,13.0,-60.0
Syria,2020-05-06,1.0,1.0,0.0,0.0,35.0,39.0
Papua New Guinea,2020-05-06,0.0,0.0,0.0,0.0,-6.0,144.0
Andorra,2020-05-06,0.0,-7.0,7.0,0.0,42.0,1.5
Saint Vincent and the Grenadines,2020-05-06,0.0,0.0,0.0,0.0,13.0,-61.0
Canada,2020-05-06,1479.0,125.0,1178.0,176.0,60.0,-110.0
Romania,2020-05-06,270.0,-87.0,334.0,23.0,46.0,25.0
Cameroon,2020-05-06,161.0,70.0,47.0,44.0,4.0,12.0
Israel,2020-05-06,21.0,-152.0,172.0,1.0,31.0,35.0
Namibia,2020-05-07,0.0,-1.0,1.0,0.0,-23.0,19.0
Saint Lucia,2020-05-07,0.0,-2.0,2.0,0.0,14.0,-61.0
Montenegro,2020-05-07,0.0,-4.0,4.0,0.0,43.0,19.0
West Bank and Gaza,2020-05-07,1.0,-1.0,2.0,0.0,32.0,35.0
Saint Vincent and the Grenadines,2020-05-07,0.0,0.0,0.0,0.0,13.0,-61.0
Morocco,2020-05-07,140.0,-22.0,162.0,0.0,32.0,-7.0
Mozambique,2020-05-07,0.0,-3.0,3.0,0.0,-19.0,36.0
Germany,2020-05-07,1268.0,-649.0,1800.0,117.0,51.0,9.0
Bahamas,2020-05-07,0.0,0.0,0.0,0.0,25.0,-78.0
Cuba,2020-05-07,26.0,-8.0,30.0,4.0,22.0,-78.0
Haiti,2020-05-07,28.0,22.0,6.0,0.0,19.0,-72.0
Nepal,2020-05-07,2.0,2.0,0.0,0.0,28.0,84.0
Pakistan,2020-05-07,571.0,550.0,0.0,21.0,30.0,70.0
Zambia,2020-05-07,7.0,5.0,2.0,0.0,-13.0,28.0
Panama,2020-05-07,137.0,103.0,27.0,7.0,9.0,-81.0
Romania,2020-05-07,392.0,12.0,356.0,24.0,46.0,25.0
Andorra,2020-05-07,1.0,-5.0,5.0,1.0,42.0,1.5
Papua New Guinea,2020-05-07,0.0,0.0,0.0,0.0,-6.0,144.0
Cyprus,2020-05-07,6.0,-98.0,104.0,0.0,35.0,33.0
Gambia,2020-05-07,1.0,1.0,0.0,0.0,13.0,-15.0
Angola,2020-05-07,0.0,0.0,0.0,0.0,-12.0,18.0
Paraguay,2020-05-07,22.0,16.0,6.0,0.0,-23.0,-58.0
Algeria,2020-05-07,185.0,52.0,126.0,7.0,28.0,2.0
Peru,2020-05-07,3709.0,2754.0,861.0,94.0,-10.0,-76.0
Zimbabwe,2020-05-07,0.0,0.0,0.0,0.0,-19.0,29.0
Albania,2020-05-07,10.0,0.0,10.0,0.0,41.0,20.0
Philippines,2020-05-07,339.0,200.0,112.0,27.0,13.0,122.0
Poland,2020-05-07,307.0,78.0,207.0,22.0,52.0,19.0
Portugal,2020-05-07,533.0,335.0,182.0,16.0,39.0,-8.0
Afghanistan,2020-05-07,171.0,159.0,10.0,2.0,33.0,65.0
Qatar,2020-05-07,918.0,702.0,216.0,0.0,25.35,51.0
Azerbaijan,2020-05-07,77.0,62.0,15.0,0.0,40.0,48.0
